loan_id,timestamp,loan_amount,loan_tenor_months,location_branch,is_default
L07232,2025-11-09 01:26,13.535737129580534,12,Magelang,0
L07233,2025-11-09 01:33,15.485851077102842,6,Gunungkidul,0
L07234,2025-11-09 01:40,14.579899678958459,24,Sleman,0
L07235,2025-11-09 01:51,14.422104256684603,6,Magelang,0
L07236,2025-11-09 02:02,13.826245729264441,12,Sleman,0
L07237,2025-11-09 02:07,14.236303590921379,24,Sleman,0
L07238,2025-11-09 02:16,15.119905092198415,6,Sleman,0
L07239,2025-11-09 02:31,14.648217921416867,24,Sleman,0
L07240,2025-11-09 02:43,14.907936752143598,24,Bantul,0
L07241,2025-11-09 02:48,15.156784278824006,12,Magelang,0
L07242,2025-11-09 02:54,15.183140568704939,12,Gunungkidul,0
L07243,2025-11-09 02:57,14.981178197894229,6,Bantul,0
L07244,2025-11-09 03:02,15.052142402367963,12,Sleman,0
L07245,2025-11-09 03:05,15.651199667974055,24,Gunungkidul,0
L07246,2025-11-09 03:10,14.66568157260226,6,Sleman,0
L07247,2025-11-09 03:24,13.27871905301205,36,Sleman,0
L07248,2025-11-09 03:40,15.55621091590809,12,Bantul,0
L07249,2025-11-09 03:56,13.835621961113695,6,Gunungkidul,0
L07250,2025-11-09 04:12,15.526439147882005,12,Sleman,0
L07251,2025-11-09 04:15,14.776837751004937,12,Gunungkidul,0
L07252,2025-11-09 04:30,15.602120457555442,36,Bantul,0
L07253,2025-11-09 04:42,14.279408082840726,24,Sleman,0
L07254,2025-11-09 04:54,14.266103895440182,12,Bantul,0
L07255,2025-11-09 04:58,14.960968263863888,36,Bantul,0
L07256,2025-11-09 05:07,14.98588614361089,12,Magelang,0
L07257,2025-11-09 05:14,15.457290967379626,12,Sleman,0
L07258,2025-11-09 05:20,15.36486380278043,24,Sleman,0
L07259,2025-11-09 05:32,15.755290096024908,12,Bantul,0
L07260,2025-11-09 05:44,15.40515894301639,6,Sleman,0
L07261,2025-11-09 05:48,14.410761517796608,24,Bantul,0
L07262,2025-11-09 05:55,13.888487748167858,12,Bantul,0
L07263,2025-11-09 06:05,14.616990034066752,12,Sleman,0
L07264,2025-11-09 06:16,15.745994910268205,24,Magelang,0
L07265,2025-11-09 06:22,15.519677026546994,12,Sleman,0
L07266,2025-11-09 06:30,15.486359042098798,24,Sleman,0
L07267,2025-11-09 06:38,14.634551790769526,24,Sleman,0
L07268,2025-11-09 06:41,15.081620627719527,12,Bantul,0
L07269,2025-11-09 06:54,15.439713922598848,6,Bantul,0
L07270,2025-11-09 07:06,15.710944372062869,24,Gunungkidul,0
L07271,2025-11-09 07:22,15.272421571524973,12,Sleman,0
L07272,2025-11-09 07:39,13.366833100713217,12,Kulon Progo,0
L07273,2025-11-09 07:52,15.616694147013492,6,Sleman,0
L07274,2025-11-09 08:02,15.69795893930826,6,Bantul,0
L07275,2025-11-09 08:07,13.482398669045265,12,Bantul,0
L07276,2025-11-09 08:12,14.930508859629699,24,Sleman,0
L07277,2025-11-09 08:16,15.742435334251361,12,Sleman,0
L07278,2025-11-09 08:30,15.717373128988942,12,Bantul,0
L07279,2025-11-09 08:39,15.727661509743058,36,Sleman,0
L07280,2025-11-09 08:49,15.738452663647358,12,Sleman,0
L07281,2025-11-09 09:04,13.377813021659867,6,Bantul,0
L07282,2025-11-09 09:17,14.208718182454628,36,Bantul,0
L07283,2025-11-09 09:28,15.136415903044982,12,Bantul,0
L07284,2025-11-09 09:44,15.301947494941304,12,Magelang,0
L07285,2025-11-09 09:56,14.949898529914693,24,Gunungkidul,0
L07286,2025-11-09 10:03,14.623164301289696,12,Gunungkidul,0
L07287,2025-11-09 10:18,14.581936545586986,12,Magelang,0
L07288,2025-11-09 10:24,15.302020773638315,24,Sleman,0
L07289,2025-11-09 10:27,15.74061563172598,12,Sleman,0
L07290,2025-11-09 10:37,15.585485797818986,24,Bantul,0
L07291,2025-11-09 10:52,14.307094644993333,6,Bantul,0
L07292,2025-11-09 10:56,14.195641447697088,24,Gunungkidul,0
L07293,2025-11-09 11:11,14.609907064812273,12,Bantul,0
L07294,2025-11-09 11:15,15.476727686706743,12,Sleman,0
L07295,2025-11-09 11:29,13.22392669281377,12,Sleman,0
L07296,2025-11-09 11:39,15.44053575502006,6,Sleman,0
L07297,2025-11-09 11:50,15.267464140127936,6,Bantul,0
L07298,2025-11-09 11:58,15.381924052322919,24,Sleman,0
L07299,2025-11-09 12:13,15.623010821631873,24,Bantul,0
L07300,2025-11-09 12:21,15.283808779363252,6,Bantul,0
L07301,2025-11-09 12:32,15.32897376984904,24,Sleman,0
L07302,2025-11-09 12:44,15.102313535216366,12,Gunungkidul,0
L07303,2025-11-09 12:48,15.370586683525689,12,Sleman,0
L07304,2025-11-09 13:04,14.904731552822218,12,Sleman,0
L07305,2025-11-09 13:10,13.744103703735503,24,Bantul,0
L07306,2025-11-09 13:27,13.406281374604905,12,Gunungkidul,0
L07307,2025-11-09 13:39,15.453778269117333,6,Bantul,0
L07308,2025-11-09 13:48,15.350915418514981,12,Sleman,0
L07309,2025-11-09 14:04,14.965616970852274,12,Bantul,0
L07310,2025-11-09 14:16,15.492763555233514,12,Gunungkidul,0
L07311,2025-11-09 14:26,15.090630870878607,6,Sleman,0
L07312,2025-11-09 14:34,14.584040219574891,12,Kulon Progo,0
L07313,2025-11-09 14:39,15.274730513933829,6,Sleman,0
L07314,2025-11-09 14:53,14.899613763774815,12,Sleman,0
L07315,2025-11-09 15:01,15.738279137368547,12,Bantul,0
L07316,2025-11-09 15:11,15.461845138896914,36,Bantul,0
L07317,2025-11-09 15:14,15.495069878181956,6,Bantul,0
L07318,2025-11-09 15:18,15.419203399034034,6,Bantul,0
L07319,2025-11-09 15:22,15.413994089655773,12,Gunungkidul,0
L07320,2025-11-09 15:33,15.524850093376651,12,Magelang,0
L07321,2025-11-09 15:43,15.011644216317121,12,Gunungkidul,0
L07322,2025-11-09 16:00,15.580483962359118,12,Bantul,0
L07323,2025-11-09 16:08,13.492448600260698,6,Sleman,0
L07324,2025-11-09 16:15,15.390599439308367,36,Bantul,0
L07325,2025-11-09 16:25,15.20216760330629,12,Gunungkidul,0
L07326,2025-11-09 16:39,13.22487844862211,24,Gunungkidul,0
L07327,2025-11-09 16:50,15.383236079592972,12,Sleman,0
L07328,2025-11-09 16:57,13.152250281154492,24,Bantul,0
L07329,2025-11-09 17:05,15.44027698612051,24,Sleman,0
L07330,2025-11-09 17:18,15.17843162955426,6,Bantul,0
L07331,2025-11-09 17:32,15.30869057113001,6,Gunungkidul,0
L07332,2025-11-09 17:42,15.311652328561827,6,Magelang,0
L07333,2025-11-09 17:53,14.712571986160851,24,Sleman,0
L07334,2025-11-09 18:06,15.329714287706196,12,Sleman,0
L07335,2025-11-09 18:09,14.476498633423649,12,Sleman,0
L07336,2025-11-09 18:24,15.507794752075352,12,Gunungkidul,0
L07337,2025-11-09 18:33,13.89765444123684,24,Sleman,0
L07338,2025-11-09 18:36,14.167143009882215,12,Sleman,0
L07339,2025-11-09 18:51,15.438536533110272,12,Sleman,0
L07340,2025-11-09 19:03,13.681600808057375,12,Gunungkidul,0
L07341,2025-11-09 19:17,15.733918683871318,6,Sleman,0
L07342,2025-11-09 19:21,13.46024890057974,6,Bantul,0
L07343,2025-11-09 19:31,15.179724685009724,24,Sleman,0
L07344,2025-11-09 19:48,15.746590712807752,36,Bantul,0
L07345,2025-11-09 19:56,15.399771780661565,24,Sleman,0
L07346,2025-11-09 20:06,15.34390347727121,12,Sleman,0
L07347,2025-11-09 20:14,15.425331796919375,6,Gunungkidul,0
L07348,2025-11-09 20:21,15.442900955864635,12,Sleman,0
L07349,2025-11-09 20:36,14.253361536349843,6,Sleman,0
L07350,2025-11-09 20:49,14.734538739601579,36,Gunungkidul,0
L07351,2025-11-09 20:59,14.373244576481678,24,Sleman,0
L07352,2025-11-09 21:12,14.445181053439159,36,Sleman,0
L07353,2025-11-09 21:22,14.432398531045223,24,Sleman,0
L07354,2025-11-09 21:31,15.35152967609165,12,Bantul,0
L07355,2025-11-09 21:42,15.697029984483075,12,Sleman,0
L07356,2025-11-09 21:58,15.234647885656292,24,Gunungkidul,0
L07357,2025-11-09 22:11,13.306801027027094,12,Sleman,0
L07358,2025-11-09 22:28,15.424937270335654,24,Magelang,0
L07359,2025-11-09 22:44,15.206194769575696,12,Sleman,0
L07360,2025-11-09 22:53,15.529638701465668,12,Sleman,0
L07361,2025-11-09 22:57,14.89787658795398,12,Sleman,0
L07362,2025-11-09 23:10,15.005223268737042,6,Gunungkidul,0
L07363,2025-11-09 23:20,15.381159161084195,12,Sleman,0
L07364,2025-11-09 23:23,15.444671682776567,6,Sleman,0
L07365,2025-11-09 23:26,14.474687218953067,12,Bantul,0
L07366,2025-11-09 23:33,15.277098366855345,12,Sleman,0
L07367,2025-11-09 23:41,15.724699074276224,6,Bantul,0
L07368,2025-11-09 23:56,13.731829991298337,24,Bantul,0
L07369,2025-11-10 00:07,14.791163939231936,6,Sleman,0
L07370,2025-11-10 00:11,15.194061768116386,24,Kulon Progo,0
L07371,2025-11-10 00:21,15.690158681315785,6,Sleman,0
L07372,2025-11-10 00:24,15.731427812001977,24,Sleman,0
L07373,2025-11-10 00:34,15.281032602407876,12,Bantul,0
L07374,2025-11-10 00:47,15.215321408381278,24,Gunungkidul,0
L07375,2025-11-10 00:55,14.976783981582823,12,Bantul,0
L07376,2025-11-10 01:03,15.037857911544647,12,Gunungkidul,0
L07377,2025-11-10 01:19,15.477589496187823,24,Sleman,0
L07378,2025-11-10 01:35,15.211349226927085,12,Sleman,0
L07379,2025-11-10 01:45,15.225257983263926,12,Bantul,0
L07380,2025-11-10 02:02,15.604818691789895,12,Gunungkidul,0
L07381,2025-11-10 02:14,14.152544779499522,24,Sleman,0
L07382,2025-11-10 02:22,15.72126084443207,12,Bantul,0
L07383,2025-11-10 02:27,15.440660389202652,36,Gunungkidul,0
L07384,2025-11-10 02:44,15.277230986454304,6,Sleman,0
L07385,2025-11-10 02:47,15.266353830792754,6,Sleman,0
L07386,2025-11-10 03:00,15.262077949687887,12,Bantul,0
L07387,2025-11-10 03:13,15.245030343052582,24,Bantul,0
L07388,2025-11-10 03:22,14.83762329899175,6,Bantul,0
L07389,2025-11-10 03:37,15.482830133741446,12,Gunungkidul,0
L07390,2025-11-10 03:48,14.577395710860475,36,Sleman,0
L07391,2025-11-10 03:57,15.373154419074048,12,Gunungkidul,0
L07392,2025-11-10 04:13,15.182110500933165,12,Gunungkidul,0
L07393,2025-11-10 04:17,14.873501179267526,6,Sleman,0
L07394,2025-11-10 04:21,15.56041948074767,6,Bantul,0
L07395,2025-11-10 04:25,14.75948571517338,12,Bantul,0
L07396,2025-11-10 04:33,15.381429091204854,6,Sleman,0
L07397,2025-11-10 04:47,14.571784169381429,12,Bantul,0
L07398,2025-11-10 04:55,14.405185439063631,6,Sleman,0
L07399,2025-11-10 05:01,15.25970725059318,12,Gunungkidul,0
L07400,2025-11-10 05:10,15.73863419808744,12,Sleman,0
L07401,2025-11-10 05:16,14.711300987223414,36,Sleman,0
L07402,2025-11-10 05:28,14.033862648542353,12,Bantul,0
L07403,2025-11-10 05:37,14.06449260168311,6,Bantul,0
L07404,2025-11-10 05:42,15.122968129831971,24,Bantul,0
L07405,2025-11-10 05:55,15.536048602896633,24,Bantul,0
L07406,2025-11-10 06:06,15.45053980097195,12,Kulon Progo,0
L07407,2025-11-10 06:23,14.4357429004567,12,Bantul,0
L07408,2025-11-10 06:40,15.595037176705373,24,Bantul,0
L07409,2025-11-10 06:49,14.267669030317956,24,Sleman,0
L07410,2025-11-10 06:59,15.234999337466688,12,Gunungkidul,0
L07411,2025-11-10 07:13,15.610349779881751,12,Sleman,0
L07412,2025-11-10 07:22,15.564907958477487,6,Bantul,0
L07413,2025-11-10 07:33,15.43763426437927,6,Magelang,0
L07414,2025-11-10 07:37,14.790710370366808,6,Gunungkidul,0
L07415,2025-11-10 07:45,15.516619491033644,6,Bantul,0
L07416,2025-11-10 07:59,14.918508880574178,36,Bantul,0
L07417,2025-11-10 08:16,14.837005633302013,24,Sleman,0
L07418,2025-11-10 08:29,15.192409419283777,6,Bantul,0
L07419,2025-11-10 08:33,15.322547127622068,6,Bantul,0
L07420,2025-11-10 08:45,14.435775169103948,12,Bantul,0
L07421,2025-11-10 08:50,15.696388807047835,12,Sleman,0
L07422,2025-11-10 09:07,15.62956236304793,24,Gunungkidul,0
L07423,2025-11-10 09:16,14.664606657692385,36,Sleman,0
L07424,2025-11-10 09:24,14.54364643237997,12,Bantul,0
L07425,2025-11-10 09:37,13.762377677839112,6,Sleman,0
L07426,2025-11-10 09:48,14.959660743783127,24,Gunungkidul,0
L07427,2025-11-10 09:56,14.292184391851064,12,Sleman,0
L07428,2025-11-10 10:12,15.694636313416447,12,Bantul,0
L07429,2025-11-10 10:24,15.661368458501883,24,Gunungkidul,0
L07430,2025-11-10 10:37,15.588080072174154,12,Bantul,0
L07431,2025-11-10 10:47,14.661358653664612,6,Bantul,0
L07432,2025-11-10 10:59,15.421991502875844,24,Gunungkidul,0
L07433,2025-11-10 11:16,15.121988685763377,6,Magelang,0
L07434,2025-11-10 11:28,14.638172136317367,6,Sleman,0
L07435,2025-11-10 11:36,15.195459579932978,12,Bantul,0
L07436,2025-11-10 11:43,14.269494047280482,6,Sleman,0
L07437,2025-11-10 11:59,15.723583687549082,24,Sleman,0
L07438,2025-11-10 12:03,14.263336316254719,36,Sleman,0
L07439,2025-11-10 12:17,14.715514985027689,36,Bantul,0
L07440,2025-11-10 12:20,14.477776792635835,6,Gunungkidul,0
L07441,2025-11-10 12:24,15.17367392703634,36,Gunungkidul,0
L07442,2025-11-10 12:36,15.398266039431839,6,Sleman,0
L07443,2025-11-10 12:44,15.72176009140912,12,Sleman,0
L07444,2025-11-10 12:54,14.922825204371472,6,Kulon Progo,0
L07445,2025-11-10 13:08,14.408142133974028,24,Bantul,0
L07446,2025-11-10 13:24,13.370389962202092,6,Magelang,0
L07447,2025-11-10 13:36,15.293986345804816,24,Sleman,0
L07448,2025-11-10 13:39,15.741784894380498,24,Sleman,0
L07449,2025-11-10 13:46,13.72497735023912,12,Bantul,0
L07450,2025-11-10 13:58,15.757846469894671,24,Gunungkidul,0
L07451,2025-11-10 14:08,14.608203933733474,12,Sleman,0
L07452,2025-11-10 14:13,15.672528601529363,6,Bantul,0
L07453,2025-11-10 14:29,13.76410988939127,12,Gunungkidul,0
L07454,2025-11-10 14:38,15.65547081136228,24,Sleman,0
L07455,2025-11-10 14:53,14.788556978150893,6,Bantul,0
L07456,2025-11-10 15:08,14.64248646194156,24,Gunungkidul,0
L07457,2025-11-10 15:15,14.426264771152784,12,Sleman,0
L07458,2025-11-10 15:23,14.129347831438906,24,Bantul,0
L07459,2025-11-10 15:36,15.554168607903655,6,Sleman,0
L07460,2025-11-10 15:46,13.765081100888132,12,Magelang,0
L07461,2025-11-10 16:00,15.071716449933707,12,Bantul,0
L07462,2025-11-10 16:14,15.712512535887608,12,Magelang,0
L07463,2025-11-10 16:20,14.957342604219834,12,Gunungkidul,0
L07464,2025-11-10 16:23,15.586389539212973,12,Gunungkidul,0
L07465,2025-11-10 16:34,15.424968670194357,12,Sleman,0
L07466,2025-11-10 16:37,17.647704397917124,24,Kulon Progo,1
L07467,2025-11-10 16:52,15.71114884567886,6,Sleman,0
L07468,2025-11-10 17:06,13.943162072939261,24,Bantul,0
L07469,2025-11-10 17:20,14.715685322452716,6,Magelang,0
L07470,2025-11-10 17:29,14.766963007171736,12,Sleman,0
L07471,2025-11-10 17:36,13.747105370899856,12,Sleman,0
L07472,2025-11-10 17:51,13.989800783114376,12,Sleman,0
L07473,2025-11-10 18:06,14.00907863489796,12,Bantul,0
L07474,2025-11-10 18:21,15.713551168943876,12,Kulon Progo,0
L07475,2025-11-10 18:30,15.619181799497536,36,Bantul,0
L07476,2025-11-10 18:44,15.27987645450432,36,Gunungkidul,0
L07477,2025-11-10 18:47,15.606946308134301,6,Sleman,0
L07478,2025-11-10 19:04,14.821681481175585,24,Sleman,0
L07479,2025-11-10 19:07,15.093628219477957,24,Sleman,0
L07480,2025-11-10 19:17,15.646956657430412,36,Sleman,0
L07481,2025-11-10 19:34,14.1937277915793,12,Gunungkidul,0
L07482,2025-11-10 19:39,14.187527115224663,24,Gunungkidul,0
L07483,2025-11-10 19:54,15.182158434597062,12,Sleman,0
L07484,2025-11-10 20:02,14.577538070345486,12,Bantul,0
L07485,2025-11-10 20:10,15.393404757524456,12,Bantul,0
L07486,2025-11-10 20:26,15.348804735176756,24,Gunungkidul,0
L07487,2025-11-10 20:42,14.793662981462507,36,Sleman,0
L07488,2025-11-10 20:54,14.041028089157056,6,Sleman,0
L07489,2025-11-10 21:00,13.851232851083806,6,Sleman,0
L07490,2025-11-10 21:12,15.033099539966269,12,Sleman,0
L07491,2025-11-10 21:22,14.768179891092132,12,Sleman,0
L07492,2025-11-10 21:25,13.487542458447129,12,Gunungkidul,0
L07493,2025-11-10 21:36,15.422692126768547,24,Magelang,0
L07494,2025-11-10 21:49,15.72089717985828,24,Bantul,0
L07495,2025-11-10 21:57,15.741129074465537,24,Gunungkidul,0
L07496,2025-11-10 22:10,14.051079789765874,6,Bantul,0
L07497,2025-11-10 22:13,14.366855666499058,6,Bantul,0
L07498,2025-11-10 22:27,15.011838313231952,24,Gunungkidul,0
L07499,2025-11-10 22:43,15.678755146004848,12,Gunungkidul,0
L07500,2025-11-10 22:57,15.258811474171935,12,Sleman,0
L07501,2025-11-10 23:13,15.059102745963838,6,Gunungkidul,0
L07502,2025-11-10 23:22,15.689957388530607,24,Sleman,0
L07503,2025-11-10 23:39,15.386398476262796,6,Sleman,0
L07504,2025-11-10 23:43,15.747268463339761,24,Sleman,0
L07505,2025-11-10 23:53,15.626098978004993,6,Bantul,0
L07506,2025-11-10 23:59,15.759829298543437,6,Sleman,0
L07507,2025-11-11 00:02,15.232211177667105,12,Gunungkidul,0
L07508,2025-11-11 00:09,14.892036052612502,6,Bantul,0
L07509,2025-11-11 00:13,13.709593220643368,36,Bantul,0
L07510,2025-11-11 00:30,15.472646800638774,12,Gunungkidul,0
L07511,2025-11-11 00:37,14.616418271834247,12,Gunungkidul,0
L07512,2025-11-11 00:45,13.255710002960468,6,Gunungkidul,0
L07513,2025-11-11 01:01,15.559284938862358,12,Sleman,0
L07514,2025-11-11 01:05,14.996242779993425,6,Sleman,0
L07515,2025-11-11 01:14,15.224983459215824,12,Sleman,0
L07516,2025-11-11 01:31,15.537556717680786,36,Gunungkidul,0
L07517,2025-11-11 01:48,14.785904173630684,12,Sleman,0
L07518,2025-11-11 02:02,15.57489713410872,24,Sleman,0
L07519,2025-11-11 02:09,15.272138025388404,36,Bantul,0
L07520,2025-11-11 02:17,15.248085747025053,36,Sleman,0
L07521,2025-11-11 02:20,14.624530506335784,24,Bantul,0
L07522,2025-11-11 02:23,15.543127161106307,24,Bantul,0
L07523,2025-11-11 02:26,14.541399334377857,12,Sleman,0
L07524,2025-11-11 02:29,15.324968785404097,12,Kulon Progo,0
L07525,2025-11-11 02:42,15.58784167984467,24,Bantul,0
L07526,2025-11-11 02:51,14.044246442990223,6,Bantul,0
L07527,2025-11-11 02:58,14.947054594867359,12,Gunungkidul,0
L07528,2025-11-11 03:13,15.405613345805774,12,Bantul,0
L07529,2025-11-11 03:16,14.640093374083262,6,Sleman,0
L07530,2025-11-11 03:28,13.432026584833272,12,Bantul,0
L07531,2025-11-11 03:34,14.965970870462435,24,Kulon Progo,0
L07532,2025-11-11 03:37,15.131625987362913,12,Gunungkidul,0
L07533,2025-11-11 03:47,15.684866206091932,12,Sleman,0
L07534,2025-11-11 03:52,15.564208025728727,12,Sleman,0
L07535,2025-11-11 04:01,14.331399541262568,6,Sleman,0
L07536,2025-11-11 04:14,14.64886827591776,6,Kulon Progo,0
L07537,2025-11-11 04:25,14.34848370466731,6,Magelang,0
L07538,2025-11-11 04:34,15.674940202079465,36,Bantul,0
L07539,2025-11-11 04:40,14.844941385935034,24,Bantul,0
L07540,2025-11-11 04:53,15.654886804800233,12,Sleman,0
L07541,2025-11-11 05:01,13.702177232646505,12,Bantul,0
L07542,2025-11-11 05:17,15.234392140739764,36,Sleman,0
L07543,2025-11-11 05:31,13.802413160286997,6,Sleman,0
L07544,2025-11-11 05:44,15.227657590253635,6,Sleman,0
L07545,2025-11-11 05:56,13.25577651303677,12,Gunungkidul,0
L07546,2025-11-11 06:08,14.23155814031519,12,Sleman,0
L07547,2025-11-11 06:18,14.187223758371953,36,Sleman,0
L07548,2025-11-11 06:33,15.446507593368105,24,Bantul,0
L07549,2025-11-11 06:48,15.355066203516568,36,Sleman,0
L07550,2025-11-11 06:57,15.233648730062892,24,Sleman,0
L07551,2025-11-11 07:07,14.390307667133456,36,Bantul,0
L07552,2025-11-11 07:19,14.616483812194337,24,Sleman,0
L07553,2025-11-11 07:29,14.899224075753704,12,Sleman,0
L07554,2025-11-11 07:44,15.741563275364534,12,Gunungkidul,0
L07555,2025-11-11 07:57,15.442062191707254,36,Bantul,0
L07556,2025-11-11 08:12,13.466432399527418,6,Gunungkidul,0
L07557,2025-11-11 08:23,13.46857517302149,12,Sleman,0
L07558,2025-11-11 08:31,14.830717324363933,12,Gunungkidul,0
L07559,2025-11-11 08:36,14.435486327660024,24,Sleman,0
L07560,2025-11-11 08:44,14.961560986117101,12,Gunungkidul,0
L07561,2025-11-11 08:59,15.757595399852482,12,Bantul,0
L07562,2025-11-11 09:05,14.387705185249413,24,Bantul,0
L07563,2025-11-11 09:10,15.292616814944173,12,Sleman,0
L07564,2025-11-11 09:26,15.106687045787758,6,Bantul,0
L07565,2025-11-11 09:39,15.382013411596112,12,Sleman,0
L07566,2025-11-11 09:50,15.215137888695194,6,Sleman,0
L07567,2025-11-11 10:05,15.164703338981525,24,Sleman,0
L07568,2025-11-11 10:16,14.645915243063536,36,Sleman,0
L07569,2025-11-11 10:22,15.729237186072748,6,Sleman,0
L07570,2025-11-11 10:28,14.621242843872727,12,Bantul,0
L07571,2025-11-11 10:36,14.17871583280174,6,Sleman,0
L07572,2025-11-11 10:44,13.932398081658373,24,Kulon Progo,0
L07573,2025-11-11 10:50,13.751424201251627,6,Bantul,0
L07574,2025-11-11 10:54,14.84332477532367,12,Bantul,0
L07575,2025-11-11 10:57,15.574244126505151,12,Bantul,0
L07576,2025-11-11 11:04,14.224256278972552,24,Bantul,0
L07577,2025-11-11 11:17,13.174247797042916,12,Sleman,0
L07578,2025-11-11 11:34,15.187881182198195,12,Bantul,0
L07579,2025-11-11 11:39,15.23865551804217,12,Sleman,0
L07580,2025-11-11 11:51,15.24146543935427,24,Bantul,0
L07581,2025-11-11 12:05,13.140558831536389,12,Sleman,0
L07582,2025-11-11 12:18,14.414467930868565,12,Sleman,0
L07583,2025-11-11 12:31,14.832041478969677,6,Bantul,0
L07584,2025-11-11 12:43,15.484727558381216,12,Gunungkidul,0
L07585,2025-11-11 12:58,15.36959705824117,12,Sleman,0
L07586,2025-11-11 13:10,15.572444945746003,12,Bantul,0
L07587,2025-11-11 13:27,15.216107645694581,24,Kulon Progo,0
L07588,2025-11-11 13:43,14.954210171348855,36,Gunungkidul,0
L07589,2025-11-11 13:58,15.23599013885558,12,Sleman,0
L07590,2025-11-11 14:14,14.914680024713178,12,Sleman,0
L07591,2025-11-11 14:21,14.236029125405132,24,Sleman,0
L07592,2025-11-11 14:24,15.260754491729893,12,Bantul,0
L07593,2025-11-11 14:30,14.697525737198623,12,Gunungkidul,0
L07594,2025-11-11 14:37,14.612407207142388,12,Sleman,0
L07595,2025-11-11 14:50,15.44772510232803,12,Bantul,0
L07596,2025-11-11 14:55,13.742445119106891,6,Gunungkidul,0
L07597,2025-11-11 15:11,13.3869282955793,6,Sleman,0
L07598,2025-11-11 15:27,14.850395729550822,12,Sleman,0
L07599,2025-11-11 15:36,15.29012298365228,36,Sleman,0
L07600,2025-11-11 15:50,15.600380851220052,6,Bantul,0
L07601,2025-11-11 15:59,15.166417868048727,6,Sleman,0
L07602,2025-11-11 16:15,14.595434796396603,12,Sleman,0
L07603,2025-11-11 16:23,14.821905944374983,36,Magelang,0
L07604,2025-11-11 16:26,14.900798470083434,6,Sleman,0
L07605,2025-11-11 16:29,14.79984864780165,24,Sleman,0
L07606,2025-11-11 16:41,15.393814602391737,6,Gunungkidul,0
L07607,2025-11-11 16:52,15.554775485279993,6,Kulon Progo,0
L07608,2025-11-11 16:55,15.446179097225569,36,Bantul,0
L07609,2025-11-11 17:09,14.908433358814671,24,Gunungkidul,0
L07610,2025-11-11 17:14,14.67793204896874,12,Sleman,0
L07611,2025-11-11 17:30,13.834418667651786,6,Sleman,0
L07612,2025-11-11 17:45,15.553605326751525,12,Magelang,0
L07613,2025-11-11 17:58,15.725535464992605,6,Magelang,0
L07614,2025-11-11 18:10,13.660331683058908,12,Sleman,0
L07615,2025-11-11 18:22,14.113688109678527,24,Gunungkidul,0
L07616,2025-11-11 18:33,14.454459175295632,12,Sleman,0
L07617,2025-11-11 18:37,15.553069000674235,24,Sleman,0
L07618,2025-11-11 18:40,14.460628060112176,6,Bantul,0
L07619,2025-11-11 18:55,13.288948429011764,24,Bantul,0
L07620,2025-11-11 19:02,14.802528869182645,36,Sleman,0
L07621,2025-11-11 19:19,14.869331177815118,36,Bantul,0
L07622,2025-11-11 19:27,14.936890355366314,6,Bantul,0
L07623,2025-11-11 19:37,15.163239231354883,6,Sleman,0
L07624,2025-11-11 19:46,14.544183653540484,12,Sleman,0
L07625,2025-11-11 19:56,13.449631961481586,12,Kulon Progo,0
L07626,2025-11-11 20:00,13.995737422421259,24,Kulon Progo,0
L07627,2025-11-11 20:04,15.477837650682343,12,Gunungkidul,0
L07628,2025-11-11 20:10,15.38168432959827,12,Bantul,0
L07629,2025-11-11 20:17,14.601136641316483,6,Kulon Progo,0
L07630,2025-11-11 20:30,15.704863809711282,36,Gunungkidul,0
L07631,2025-11-11 20:46,15.20619402286059,6,Bantul,0
L07632,2025-11-11 20:58,15.552496297144234,36,Bantul,0
L07633,2025-11-11 21:12,15.547189111707482,24,Bantul,0
L07634,2025-11-11 21:20,14.71197320621824,6,Sleman,0
L07635,2025-11-11 21:32,15.28390090196007,24,Sleman,0
L07636,2025-11-11 21:40,16.13897681407265,36,Kulon Progo,1
L07637,2025-11-11 21:44,15.05720882349588,6,Bantul,0
L07638,2025-11-11 21:59,15.347987941262115,12,Sleman,0
L07639,2025-11-11 22:15,14.803091094686389,36,Kulon Progo,0
L07640,2025-11-11 22:22,13.944448918748582,12,Gunungkidul,0
L07641,2025-11-11 22:32,13.583810503966944,6,Bantul,0
L07642,2025-11-11 22:35,15.040680311185728,12,Magelang,0
L07643,2025-11-11 22:40,15.677205987164836,12,Gunungkidul,0
L07644,2025-11-11 22:47,14.453824501716719,6,Sleman,0
L07645,2025-11-11 22:58,15.285124176079373,6,Gunungkidul,0
L07646,2025-11-11 23:03,14.264445033207377,6,Sleman,0
L07647,2025-11-11 23:17,15.342649318869116,12,Gunungkidul,0
L07648,2025-11-11 23:24,14.3440489797949,12,Sleman,0
L07649,2025-11-11 23:39,15.028442707229493,24,Sleman,0
L07650,2025-11-11 23:46,15.565371237858793,6,Gunungkidul,0
L07651,2025-11-11 23:56,14.887994453802689,24,Sleman,0
L07652,2025-11-12 00:01,15.6983464086226,12,Kulon Progo,0
L07653,2025-11-12 00:18,13.596428746604735,6,Sleman,0
L07654,2025-11-12 00:25,13.859882404298412,36,Sleman,0
L07655,2025-11-12 00:28,14.284542465241104,24,Sleman,0
L07656,2025-11-12 00:40,14.55018060737467,12,Gunungkidul,0
L07657,2025-11-12 00:48,14.99909676051412,6,Bantul,0
L07658,2025-11-12 00:59,15.678071706244536,6,Bantul,0
