transaction_id,timestamp,transaction_value,merchant_type,location,is_international,transaction_frequency_24h,is_fraud
G08739,2025-10-24 13:38,1411755,groceries,Bekasi,0,3,0
G08740,2025-10-24 13:45,broken_880522,retail,Bekasi,0,2,0
G08741,2025-10-24 13:46,767544,e-commerce,,0,5,1
G08742,2025-10-24 13:53,522692,groceries,Online,0,2,0
G08743,2025-10-24 13:59,347267,e-commerce,Jakarta,0,2,0
G08744,2025-10-24 14:07,466538,retail,Jakarta,0,3,0
G08745,2025-10-24 14:12,922742,groceries,Bekasi,0,2,0
G08746,2025-10-24 14:16,1465097,groceries,Bekasi,0,3,0
G08747,2025-10-24 14:21,1179748,retail,,0,1,0
G08748,2025-10-24 14:30,739671,retail,Bekasi,0,3,0
G08749,2025-10-24 14:33,__812030,retail,Online,0,2,0
G08750,2025-10-24 14:40,850413,groceries,Bekasi,0,2,0
G08751,2025-10-24 14:49,704397,travel,Bekasi,0,3,0
G08752,2025-10-24 14:53,957523,e-commerce,Jakarta,0,2,0
G08753,2025-10-24 15:01,1421294,electronics,Bandung,0,1,0
G08754,2025-10-24 15:07,285852,groceries,Jakarta,0,2,0
G08755,2025-10-24 15:10,630720,retail,Bekasi,0,3,0
G08756,2025-10-24 15:16,259748,retail,Online,0,3,0
G08757,2025-10-24 15:21,1298620,groceries,Bekasi,0,2,0
G08758,2025-10-24 15:24,417484,retail,,0,2,0
G08759,2025-10-24 15:27,1031916,groceries,Jakarta,0,1,0
G08760,2025-10-24 15:32,238194,electronics,Online,0,3,0
G08761,2025-10-24 15:38,793817,retail,Online,0,2,0
G08762,2025-10-24 15:42,1362937,retail,Jakarta,0,1,0
G08763,2025-10-24 15:46,1435768,travel,Bekasi,0,3,0
G08764,2025-10-24 15:53,349832,groceries,Bekasi,0,3,0
G08765,2025-10-24 15:56,1042902,retail,Jakarta,0,1,0
G08766,2025-10-24 16:05,455868,retail,Bandung,0,2,0
G08767,2025-10-24 16:13,broken_1134867,groceries,Bandung,0,3,0
G08768,2025-10-24 16:22,875368,e-commerce,Online,0,3,0
G08769,2025-10-24 16:27,1227593,travel,Jakarta,0,1,0
G08770,2025-10-24 16:30,1359875,retail,,0,1,0
G08771,2025-10-24 16:38,627840,e-commerce,Bekasi,0,3,0
G08772,2025-10-24 16:47,216192,retail,Jakarta,0,3,0
G08773,2025-10-24 16:52,578242,e-commerce,Online,0,3,0
G08774,2025-10-24 16:55,441565,e-commerce,Bandung,0,2,0
G08775,2025-10-24 17:03,318119,retail,Bandung,0,3,0
G08776,2025-10-24 17:11,broken_1118423,e-commerce,Bekasi,0,2,0
G08777,2025-10-24 17:14,1368529,travel,Online,0,3,0
G08778,2025-10-24 17:20,850892,e-commerce,Bekasi,0,1,0
G08779,2025-10-24 17:26,869193,groceries,Online,0,1,0
G08780,2025-10-24 17:29,952599,retail,Online,0,1,0
G08781,2025-10-24 17:38,1362819,retail,Online,0,1,0
G08782,2025-10-24 17:42,172887,retail,,0,1,0
G08783,2025-10-24 17:47,861141,retail,Online,0,2,0
G08784,2025-10-24 17:52,1320187,retail,Bandung,0,1,0
G08785,2025-10-24 17:56,368903,electronics,Jakarta,0,2,0
G08786,2025-10-24 18:04,err_931299,retail,Bandung,0,2,0
G08787,2025-10-24 18:11,160184,electronics,Online,0,1,0
G08788,2025-10-24 18:20,1276396,electronics,Bekasi,0,2,0
G08789,2025-10-24 18:25,badval_1034246,groceries,Bekasi,0,3,0
G08790,2025-10-24 18:30,1451055,retail,Bekasi,0,2,0
G08791,2025-10-24 18:33,554924,e-commerce,Jakarta,0,1,0
G08792,2025-10-24 18:39,1138418,travel,Bandung,0,3,0
G08793,2025-10-24 18:42,1188554,retail,Online,0,2,0
G08794,2025-10-24 18:47,191864,retail,Bekasi,0,2,0
G08795,2025-10-24 18:55,1175104,e-commerce,Online,0,1,0
G08796,2025-10-24 18:58,1110564,retail,,0,1,0
G08797,2025-10-24 19:06,979142,retail,Bekasi,0,1,0
G08798,2025-10-24 19:10,910685,retail,Bandung,0,3,0
G08799,2025-10-24 19:13,1230311,e-commerce,,0,1,0
G08800,2025-10-24 19:20,289778,retail,,0,2,0
G08801,2025-10-24 19:29,680153,groceries,Bekasi,0,3,0
G08802,2025-10-24 19:32,515076,groceries,Bandung,0,2,0
G08803,2025-10-24 19:35,err_1291281,electronics,Online,0,1,0
G08804,2025-10-24 19:39,377935,retail,Bekasi,0,3,0
G08805,2025-10-24 19:43,231858,groceries,,0,1,0
G08806,2025-10-24 19:48,1398535,electronics,Bandung,0,3,0
G08807,2025-10-24 19:51,402700,e-commerce,Bekasi,0,6,1
G08808,2025-10-24 19:57,badval_1223632,travel,Online,0,2,0
G08809,2025-10-24 20:03,464850,retail,Jakarta,0,1,0
G08810,2025-10-24 20:11,1096152,groceries,Bekasi,0,2,0
G08811,2025-10-24 20:16,1399541,e-commerce,Jakarta,0,1,0
G08812,2025-10-24 20:25,1180482,groceries,,0,3,0
G08813,2025-10-24 20:28,547521,retail,Bekasi,0,3,0
G08814,2025-10-24 20:31,961682,retail,Online,0,3,0
G08815,2025-10-24 20:39,1272496,e-commerce,Bekasi,0,3,0
G08816,2025-10-24 20:47,1304609,retail,Bandung,0,1,0
G08817,2025-10-24 20:51,554249,retail,Jakarta,0,1,0
G08818,2025-10-24 20:57,458621,retail,Bandung,0,2,0
G08819,2025-10-24 21:06,735209,electronics,Bandung,0,2,0
G08820,2025-10-24 21:09,488181,groceries,Online,0,3,0
G08821,2025-10-24 21:12,1122342,retail,Bandung,0,2,0
G08822,2025-10-24 21:15,948862,electronics,Bekasi,0,3,0
G08823,2025-10-24 21:19,broken_797455,retail,Bandung,0,2,0
G08824,2025-10-24 21:26,1243682,retail,Jakarta,0,1,0
G08825,2025-10-24 21:33,438641,retail,,0,1,0
G08826,2025-10-24 21:37,1278314,groceries,,0,2,0
G08827,2025-10-24 21:43,910960,electronics,Bekasi,0,1,0
G08828,2025-10-24 21:52,1467941,groceries,Jakarta,0,2,0
G08829,2025-10-24 21:59,959579,groceries,,0,2,0
G08830,2025-10-24 22:02,_--_1179084,e-commerce,,0,1,0
G08831,2025-10-24 22:08,405998,retail,,0,2,0
G08832,2025-10-24 22:12,464202,electronics,Bekasi,0,3,0
G08833,2025-10-24 22:18,900874,groceries,Jakarta,0,1,0
G08834,2025-10-24 22:21,461378,groceries,Bandung,0,2,0
G08835,2025-10-24 22:26,209618,groceries,Online,0,3,0
G08836,2025-10-24 22:29,751544,retail,Online,0,1,0
G08837,2025-10-24 22:33,505642,groceries,,0,3,0
G08838,2025-10-24 22:39,1027703,retail,Jakarta,0,2,0
G08839,2025-10-24 22:47,928656,groceries,Bandung,0,1,0
G08840,2025-10-24 22:55,842539,e-commerce,Bandung,0,3,0
G08841,2025-10-24 23:02,1272361,retail,Bandung,0,2,0
G08842,2025-10-24 23:11,241088,groceries,Bandung,0,3,0
G08843,2025-10-24 23:16,1208310,groceries,,0,2,0
G08844,2025-10-24 23:25,800566,groceries,Bekasi,0,3,0
G08845,2025-10-24 23:28,1090388,retail,Bandung,0,3,0
G08846,2025-10-24 23:35,__1253083,retail,Bandung,0,3,0
G08847,2025-10-24 23:42,557774,retail,Jakarta,0,2,0
G08848,2025-10-24 23:45,474424,e-commerce,Bandung,0,3,0
G08849,2025-10-24 23:52,1166416,e-commerce,Bekasi,0,1,0
G08850,2025-10-24 23:58,1007294,groceries,Bekasi,0,2,0
G08851,2025-10-25 00:07,401387,travel,Jakarta,0,2,0
G08852,2025-10-25 00:14,514121,retail,Online,0,1,0
G08853,2025-10-25 00:17,1302942,groceries,Bekasi,0,3,0
G08854,2025-10-25 00:24,900153,retail,Bandung,0,3,0
G08855,2025-10-25 00:27,1380158,retail,Bandung,0,3,0
G08856,2025-10-25 00:33,1096321,retail,Bekasi,0,2,0
G08857,2025-10-25 00:41,428470,retail,Bekasi,0,2,0
G08858,2025-10-25 00:45,429750,retail,Bekasi,0,2,0
G08859,2025-10-25 00:54,1453041,groceries,Jakarta,0,3,0
G08860,2025-10-25 00:57,1148388,groceries,Bekasi,0,3,0
G08861,2025-10-25 01:06,952585,travel,Jakarta,0,1,0
G08862,2025-10-25 01:11,1063299,e-commerce,Online,0,2,0
G08863,2025-10-25 01:19,709412,retail,Bandung,0,1,0
G08864,2025-10-25 01:24,572225,retail,Bekasi,0,3,0
G08865,2025-10-25 01:33,1261951,electronics,,0,2,0
G08866,2025-10-25 01:40,1358215,groceries,Online,0,2,0
G08867,2025-10-25 01:45,1373574,travel,,0,1,0
G08868,2025-10-25 01:52,1203694,retail,Online,0,1,0
G08869,2025-10-25 01:55,1326647,electronics,Bekasi,0,3,0
G08870,2025-10-25 02:01,853529,e-commerce,Bekasi,0,3,0
G08871,2025-10-25 02:05,570329,groceries,Bekasi,0,2,0
G08872,2025-10-25 02:14,261624,retail,Bandung,0,3,0
G08873,2025-10-25 02:16,896060,e-commerce,Bekasi,0,6,1
G08874,2025-10-25 02:24,err_744839,e-commerce,Online,0,2,0
G08875,2025-10-25 02:25,466385,e-commerce,Bandung,0,4,1
G08876,2025-10-25 02:33,broken_595298,e-commerce,,0,2,0
G08877,2025-10-25 02:40,1403572,electronics,Online,0,1,0
G08878,2025-10-25 02:48,504301,groceries,,0,1,0
G08879,2025-10-25 02:55,680679,groceries,Online,0,2,0
G08880,2025-10-25 03:01,1018824,electronics,Jakarta,0,1,0
G08881,2025-10-25 03:06,1344686,retail,Jakarta,0,3,0
G08882,2025-10-25 03:09,1394335,groceries,,0,1,0
G08883,2025-10-25 03:16,1246608,groceries,Bandung,0,3,0
G08884,2025-10-25 03:17,840597,e-commerce,Online,0,4,1
G08885,2025-10-25 03:26,300607,electronics,Jakarta,0,3,0
G08886,2025-10-25 03:34,1151210,retail,Jakarta,0,2,0
G08887,2025-10-25 03:36,5890773,electronics,Dubai,0,4,1
G08888,2025-10-25 03:39,989315,retail,Bandung,0,2,0
G08889,2025-10-25 03:45,1384439,groceries,Bekasi,0,2,0
G08890,2025-10-25 03:48,491097,e-commerce,Jakarta,0,7,1
G08891,2025-10-25 03:56,623745,groceries,Bekasi,0,2,0
G08892,2025-10-25 04:04,1291000,groceries,Online,0,2,0
G08893,2025-10-25 04:09,1172565,groceries,Bekasi,0,3,0
G08894,2025-10-25 04:15,656862,groceries,Jakarta,0,1,0
G08895,2025-10-25 04:23,945701,groceries,Online,0,1,0
G08896,2025-10-25 04:26,_--_932398,retail,Jakarta,0,1,0
G08897,2025-10-25 04:34,283746,groceries,Bekasi,0,1,0
G08898,2025-10-25 04:40,err_523711,e-commerce,Bekasi,0,3,0
G08899,2025-10-25 04:44,457523,e-commerce,Bekasi,0,1,0
G08900,2025-10-25 04:51,533685,e-commerce,Jakarta,0,3,0
G08901,2025-10-25 04:59,broken_859609,retail,Online,0,1,0
G08902,2025-10-25 05:02,842931,groceries,Jakarta,0,3,0
G08903,2025-10-25 05:06,1308615,e-commerce,,0,2,0
G08904,2025-10-25 05:13,159855,retail,Bekasi,0,1,0
G08905,2025-10-25 05:21,1263061,groceries,Jakarta,0,2,0
G08906,2025-10-25 05:30,484955,groceries,Bandung,0,3,0
G08907,2025-10-25 05:35,624061,groceries,Jakarta,0,3,0
G08908,2025-10-25 05:38,354698,e-commerce,Bandung,0,1,0
G08909,2025-10-25 05:44,167959,retail,Bandung,0,2,0
G08910,2025-10-25 05:48,311821,retail,Jakarta,0,2,0
G08911,2025-10-25 05:52,453040,retail,Bandung,0,2,0
G08912,2025-10-25 05:56,err_669248,groceries,Jakarta,0,3,0
G08913,2025-10-25 06:03,_--_570796,groceries,Bandung,0,2,0
G08914,2025-10-25 06:06,290888,retail,Online,0,2,0
G08915,2025-10-25 06:15,606182,groceries,Bandung,0,2,0
G08916,2025-10-25 06:18,358290,e-commerce,Online,0,3,0
G08917,2025-10-25 06:24,1073123,retail,Jakarta,0,3,0
G08918,2025-10-25 06:33,1052766,retail,Bandung,0,3,0
G08919,2025-10-25 06:40,234708,retail,Bekasi,0,1,0
G08920,2025-10-25 06:46,1029311,e-commerce,Online,0,1,0
G08921,2025-10-25 06:53,1376295,electronics,Bekasi,0,1,0
G08922,2025-10-25 07:02,1425774,retail,Online,0,1,0
G08923,2025-10-25 07:04,358585,e-commerce,,0,6,1
G08924,2025-10-25 07:11,broken_1392368,groceries,Online,0,3,0
G08925,2025-10-25 07:19,699427,e-commerce,Bekasi,0,1,0
G08926,2025-10-25 07:26,1329819,e-commerce,Online,0,2,0
G08927,2025-10-25 07:34,425009,groceries,,0,1,0
G08928,2025-10-25 07:41,1082788,retail,,0,1,0
G08929,2025-10-25 07:46,1233676,retail,Jakarta,0,2,0
G08930,2025-10-25 07:53,509895,retail,Bandung,0,1,0
G08931,2025-10-25 08:02,1145618,retail,Bekasi,0,3,0
G08932,2025-10-25 08:07,390512,e-commerce,Jakarta,0,3,0
G08933,2025-10-25 08:13,1107996,e-commerce,Bekasi,0,2,0
G08934,2025-10-25 08:17,1431714,groceries,Bandung,0,1,0
G08935,2025-10-25 08:24,554020,retail,Jakarta,0,2,0
G08936,2025-10-25 08:33,1445499,retail,Bekasi,0,3,0
G08937,2025-10-25 08:41,broken_1050692,electronics,Bekasi,0,1,0
G08938,2025-10-25 08:42,602240,e-commerce,,0,4,1
G08939,2025-10-25 08:45,591801,electronics,Bekasi,0,1,0
G08940,2025-10-25 08:51,890358,groceries,Bekasi,0,1,0
G08941,2025-10-25 09:00,1478293,retail,,0,2,0
G08942,2025-10-25 09:04,157253,e-commerce,Bandung,0,2,0
G08943,2025-10-25 09:12,1319443,travel,Bekasi,0,1,0
G08944,2025-10-25 09:15,badval_350590,groceries,Bandung,0,3,0
G08945,2025-10-25 09:18,1333000,retail,Bandung,0,3,0
G08946,2025-10-25 09:22,887092,groceries,Bandung,0,2,0
G08947,2025-10-25 09:25,1363553,e-commerce,Bandung,0,2,0
G08948,2025-10-25 09:30,395420,e-commerce,Online,0,1,0
G08949,2025-10-25 09:33,214498,e-commerce,,0,2,0
G08950,2025-10-25 09:39,__796284,travel,Online,0,1,0
G08951,2025-10-25 09:48,1200468,retail,Bekasi,0,1,0
G08952,2025-10-25 09:53,1223136,e-commerce,Online,0,3,0
G08953,2025-10-25 10:00,1182008,e-commerce,Bandung,0,2,0
G08954,2025-10-25 10:08,1231050,retail,Jakarta,0,3,0
G08955,2025-10-25 10:11,1196856,electronics,Bekasi,0,1,0
G08956,2025-10-25 10:15,1313238,retail,Bandung,0,2,0
G08957,2025-10-25 10:24,380224,e-commerce,Bandung,0,1,0
G08958,2025-10-25 10:31,468211,groceries,Bekasi,0,1,0
G08959,2025-10-25 10:34,884083,e-commerce,Jakarta,0,5,1
G08960,2025-10-25 10:38,733061,retail,Bekasi,0,2,0
G08961,2025-10-25 10:43,504898,retail,Jakarta,0,2,0
G08962,2025-10-25 10:46,996241,retail,Bandung,0,3,0
G08963,2025-10-25 10:53,896294,e-commerce,Jakarta,0,3,0
G08964,2025-10-25 10:58,934466,groceries,Jakarta,0,1,0
G08965,2025-10-25 11:07,1039264,e-commerce,Bekasi,0,2,0
G08966,2025-10-25 11:10,1498748,travel,Bekasi,0,3,0
G08967,2025-10-25 11:13,293738,retail,Online,0,1,0
G08968,2025-10-25 11:19,522979,retail,Online,0,3,0
G08969,2025-10-25 11:27,713728,retail,Jakarta,0,2,0
G08970,2025-10-25 11:34,246308,groceries,Online,0,1,0
G08971,2025-10-25 11:40,_--_1255002,e-commerce,Bekasi,0,3,0
G08972,2025-10-25 11:49,673613,retail,Bandung,0,3,0
G08973,2025-10-25 11:54,375064,e-commerce,Bandung,0,1,0
G08974,2025-10-25 11:57,849318,retail,,0,3,0
G08975,2025-10-25 12:04,409116,groceries,Bekasi,0,3,0
G08976,2025-10-25 12:07,672772,e-commerce,Jakarta,0,2,0
G08977,2025-10-25 12:10,315753,e-commerce,Bandung,0,5,1
G08978,2025-10-25 12:15,581141,retail,Bekasi,0,1,0
G08979,2025-10-25 12:24,err_1274215,retail,Online,0,2,0
G08980,2025-10-25 12:27,497300,groceries,Bekasi,0,3,0
G08981,2025-10-25 12:33,305194,groceries,Online,0,3,0
G08982,2025-10-25 12:40,727103,groceries,Bandung,0,2,0
G08983,2025-10-25 12:48,408291,groceries,Jakarta,0,1,0
G08984,2025-10-25 12:55,1080422,retail,Online,0,3,0
G08985,2025-10-25 13:02,857177,retail,Bandung,0,3,0
G08986,2025-10-25 13:09,350968,travel,Jakarta,0,1,0
G08987,2025-10-25 13:12,604284,groceries,Jakarta,0,3,0
G08988,2025-10-25 13:19,1318470,groceries,Bandung,0,1,0
G08989,2025-10-25 13:22,7046589,electronics,Dubai,0,4,1
G08990,2025-10-25 13:29,1015515,retail,Bandung,0,3,0
G08991,2025-10-25 13:36,1369153,groceries,Jakarta,0,2,0
G08992,2025-10-25 13:44,294950,groceries,Online,0,2,0
G08993,2025-10-25 13:49,1138173,retail,Bandung,0,1,0
G08994,2025-10-25 13:55,181751,e-commerce,,0,1,0
G08995,2025-10-25 13:58,959892,electronics,Online,0,1,0
G08996,2025-10-25 14:04,219332,retail,Bekasi,0,3,0
G08997,2025-10-25 14:09,611465,e-commerce,Online,0,2,0
G08998,2025-10-25 14:17,271997,retail,Bandung,0,1,0
G08999,2025-10-25 14:25,492817,retail,Bandung,0,2,0
G09000,2025-10-25 14:29,1018777,retail,Jakarta,0,3,0
G09001,2025-10-25 14:37,1205831,retail,Jakarta,0,2,0
G09002,2025-10-25 14:44,1420156,groceries,Bandung,0,3,0
G09003,2025-10-25 14:50,err_1484090,retail,,0,1,0
G09004,2025-10-25 14:51,314847,e-commerce,Online,0,5,1
G09005,2025-10-25 14:54,728954,e-commerce,Online,0,4,1
G09006,2025-10-25 14:57,533848,groceries,Bandung,0,2,0
G09007,2025-10-25 15:05,1344047,electronics,Bekasi,0,3,0
G09008,2025-10-25 15:14,1318898,retail,Bekasi,0,3,0
G09009,2025-10-25 15:21,err_1390865,retail,Online,0,1,0
G09010,2025-10-25 15:24,569960,e-commerce,Bekasi,0,4,1
G09011,2025-10-25 15:32,1163158,travel,,0,1,0
G09012,2025-10-25 15:35,726629,e-commerce,Bekasi,0,2,0
G09013,2025-10-25 15:42,255208,retail,,0,3,0
G09014,2025-10-25 15:46,788862,retail,Bandung,0,3,0
G09015,2025-10-25 15:52,421407,groceries,,0,1,0
G09016,2025-10-25 15:56,286512,retail,Online,0,2,0
G09017,2025-10-25 16:01,330886,retail,Online,0,3,0
G09018,2025-10-25 16:06,446445,retail,Bandung,0,1,0
G09019,2025-10-25 16:10,1225183,e-commerce,Bekasi,0,3,0
G09020,2025-10-25 16:18,1448722,e-commerce,Jakarta,0,2,0
G09021,2025-10-25 16:21,1297989,retail,Online,0,1,0
G09022,2025-10-25 16:27,broken_1018623,groceries,Online,0,1,0
G09023,2025-10-25 16:34,1341097,e-commerce,Jakarta,0,3,0
G09024,2025-10-25 16:43,536485,travel,Jakarta,0,2,0
G09025,2025-10-25 16:48,1376306,electronics,Online,0,3,0
G09026,2025-10-25 16:53,badval_1428419,retail,Bandung,0,2,0
G09027,2025-10-25 16:58,350643,groceries,Jakarta,0,2,0
G09028,2025-10-25 17:05,686618,electronics,Bandung,0,3,0
G09029,2025-10-25 17:06,822465,e-commerce,,0,4,1
G09030,2025-10-25 17:15,340166,retail,Bandung,0,1,0
G09031,2025-10-25 17:22,383243,e-commerce,Online,0,3,0
G09032,2025-10-25 17:27,1453177,groceries,Bandung,0,1,0
G09033,2025-10-25 17:36,395010,e-commerce,Jakarta,0,3,0
G09034,2025-10-25 17:42,1049007,electronics,Bekasi,0,1,0
G09035,2025-10-25 17:47,1328143,retail,Online,0,2,0
G09036,2025-10-25 17:53,1166300,groceries,,0,1,0
G09037,2025-10-25 17:57,762275,groceries,Bekasi,0,3,0
G09038,2025-10-25 18:00,180390,retail,Online,0,3,0
G09039,2025-10-25 18:06,714569,groceries,Bekasi,0,3,0
G09040,2025-10-25 18:08,359242,e-commerce,Online,0,6,1
G09041,2025-10-25 18:13,_--_1317090,retail,Bekasi,0,3,0
G09042,2025-10-25 18:22,1426327,electronics,Jakarta,0,1,0
G09043,2025-10-25 18:30,badval_463673,electronics,Bekasi,0,2,0
G09044,2025-10-25 18:38,359959,retail,Online,0,3,0
G09045,2025-10-25 18:41,1257118,retail,Bandung,0,2,0
G09046,2025-10-25 18:46,1329194,e-commerce,Bekasi,0,1,0
G09047,2025-10-25 18:52,_--_1477337,travel,Bandung,0,2,0
G09048,2025-10-25 18:55,1190131,retail,Bandung,0,2,0
G09049,2025-10-25 19:04,775708,e-commerce,Bandung,0,3,0
G09050,2025-10-25 19:09,660998,travel,Online,0,3,0
G09051,2025-10-25 19:18,230899,e-commerce,Bekasi,0,2,0
G09052,2025-10-25 19:25,1347076,groceries,Bekasi,0,3,0
G09053,2025-10-25 19:30,1490665,electronics,Bandung,0,1,0
G09054,2025-10-25 19:39,err_1395654,retail,Online,0,1,0
G09055,2025-10-25 19:42,924540,electronics,Jakarta,0,2,0
G09056,2025-10-25 19:47,1320270,e-commerce,Jakarta,0,3,0
G09057,2025-10-25 19:55,153349,retail,Bandung,0,3,0
G09058,2025-10-25 19:58,700098,electronics,Jakarta,0,2,0
G09059,2025-10-25 19:59,518879,e-commerce,Jakarta,0,5,1
G09060,2025-10-25 20:04,942632,e-commerce,Bekasi,0,3,0
G09061,2025-10-25 20:11,badval_153173,retail,,0,2,0
G09062,2025-10-25 20:14,563274,groceries,Bekasi,0,1,0
G09063,2025-10-25 20:20,716270,retail,Jakarta,0,2,0
G09064,2025-10-25 20:29,325436,e-commerce,Online,0,3,0
G09065,2025-10-25 20:36,266311,e-commerce,Bekasi,0,1,0
G09066,2025-10-25 20:41,1367851,groceries,Online,0,2,0
G09067,2025-10-25 20:46,517549,electronics,Bekasi,0,1,0
G09068,2025-10-25 20:52,1474561,retail,Bandung,0,3,0
G09069,2025-10-25 20:55,650448,groceries,Bandung,0,1,0
G09070,2025-10-25 20:58,229091,groceries,Bandung,0,3,0
G09071,2025-10-25 21:07,289650,e-commerce,Bandung,0,3,0
G09072,2025-10-25 21:16,1078445,groceries,Bandung,0,3,0
G09073,2025-10-25 21:25,167252,retail,Bandung,0,2,0
G09074,2025-10-25 21:31,_--_1431485,retail,,0,3,0
G09075,2025-10-25 21:39,err_494987,retail,Jakarta,0,1,0
G09076,2025-10-25 21:43,970688,groceries,Jakarta,0,1,0
G09077,2025-10-25 21:47,749172,e-commerce,Jakarta,0,1,0
G09078,2025-10-25 21:55,213579,groceries,Online,0,1,0
G09079,2025-10-25 21:58,512712,e-commerce,Bandung,0,7,1
G09080,2025-10-25 22:06,170133,retail,Jakarta,0,2,0
G09081,2025-10-25 22:10,1225765,e-commerce,Online,0,3,0
G09082,2025-10-25 22:14,830538,retail,Jakarta,0,1,0
G09083,2025-10-25 22:19,558360,retail,Jakarta,0,2,0
G09084,2025-10-25 22:23,1418925,retail,Jakarta,0,3,0
G09085,2025-10-25 22:26,763834,e-commerce,Bandung,0,5,1
G09086,2025-10-25 22:35,526468,electronics,Bandung,0,3,0
G09087,2025-10-25 22:40,1021778,retail,,0,2,0
G09088,2025-10-25 22:46,622940,retail,Jakarta,0,2,0
G09089,2025-10-25 22:49,807185,retail,Bandung,0,1,0
G09090,2025-10-25 22:53,1224592,electronics,Jakarta,0,1,0
G09091,2025-10-25 23:00,1383171,electronics,Bandung,0,3,0
G09092,2025-10-25 23:09,1232243,groceries,Bekasi,0,3,0
G09093,2025-10-25 23:17,258608,e-commerce,Jakarta,0,2,0
G09094,2025-10-25 23:23,1423912,e-commerce,Online,0,2,0
G09095,2025-10-25 23:29,718099,retail,Online,0,2,0
G09096,2025-10-25 23:34,1282207,groceries,,0,2,0
G09097,2025-10-25 23:42,535908,retail,Online,0,3,0
G09098,2025-10-25 23:49,951793,retail,Bandung,0,2,0
G09099,2025-10-25 23:56,1452093,groceries,Bandung,0,1,0
G09100,2025-10-26 00:03,1417318,retail,Bandung,0,1,0
G09101,2025-10-26 00:08,1033237,retail,Jakarta,0,3,0
G09102,2025-10-26 00:14,broken_979464,retail,Jakarta,0,3,0
G09103,2025-10-26 00:18,189600,electronics,Bekasi,0,1,0
G09104,2025-10-26 00:27,962131,e-commerce,Bandung,0,1,0
G09105,2025-10-26 00:33,717549,e-commerce,,0,1,0
G09106,2025-10-26 00:41,170928,e-commerce,,0,2,0
G09107,2025-10-26 00:46,1426066,retail,,0,2,0
G09108,2025-10-26 00:53,764867,e-commerce,Online,0,1,0
G09109,2025-10-26 01:00,1188662,groceries,Bandung,0,1,0
G09110,2025-10-26 01:03,207984,retail,Bandung,0,1,0
G09111,2025-10-26 01:12,480815,retail,Bekasi,0,2,0
G09112,2025-10-26 01:19,err_1363338,retail,Online,0,1,0
G09113,2025-10-26 01:23,1414945,e-commerce,Bekasi,0,2,0
G09114,2025-10-26 01:29,164135,groceries,Bekasi,0,1,0
G09115,2025-10-26 01:36,1354929,groceries,Bandung,0,3,0
G09116,2025-10-26 01:44,broken_564452,travel,Online,0,3,0
G09117,2025-10-26 01:48,441715,groceries,Bandung,0,2,0
G09118,2025-10-26 01:52,err_1493339,groceries,Jakarta,0,3,0
G09119,2025-10-26 01:55,871618,groceries,Jakarta,0,2,0
G09120,2025-10-26 02:01,1223337,retail,Bandung,0,1,0
G09121,2025-10-26 02:10,336106,retail,Jakarta,0,1,0
G09122,2025-10-26 02:14,1172853,retail,Jakarta,0,1,0
G09123,2025-10-26 02:22,644561,retail,,0,3,0
G09124,2025-10-26 02:30,1112388,retail,Bandung,0,3,0
G09125,2025-10-26 02:34,1035201,retail,Bandung,0,2,0
G09126,2025-10-26 02:37,__219174,groceries,Bandung,0,1,0
G09127,2025-10-26 02:41,1331177,retail,Bekasi,0,1,0
G09128,2025-10-26 02:46,_--_539069,retail,Online,0,2,0
G09129,2025-10-26 02:49,642409,groceries,,0,1,0
G09130,2025-10-26 02:58,1227912,retail,Online,0,1,0
G09131,2025-10-26 03:05,1333951,groceries,Jakarta,0,1,0
G09132,2025-10-26 03:14,badval_1358995,retail,Online,0,2,0
G09133,2025-10-26 03:23,_--_764170,retail,Bandung,0,1,0
G09134,2025-10-26 03:26,622575,retail,Online,0,3,0
G09135,2025-10-26 03:27,660306,e-commerce,Bekasi,0,7,1
G09136,2025-10-26 03:30,500211,e-commerce,Bandung,0,1,0
G09137,2025-10-26 03:36,1018240,groceries,Jakarta,0,1,0
G09138,2025-10-26 03:42,468458,groceries,Bekasi,0,3,0
G09139,2025-10-26 03:46,433794,e-commerce,Jakarta,0,2,0
G09140,2025-10-26 03:51,889886,e-commerce,Bekasi,0,3,0
G09141,2025-10-26 04:00,1317719,e-commerce,Jakarta,0,3,0
G09142,2025-10-26 04:09,543507,retail,Bekasi,0,3,0
G09143,2025-10-26 04:18,1130508,e-commerce,Bekasi,0,3,0
G09144,2025-10-26 04:27,178804,retail,Bekasi,0,3,0
G09145,2025-10-26 04:29,582295,e-commerce,Online,0,7,1
G09146,2025-10-26 04:37,677512,groceries,Jakarta,0,3,0
G09147,2025-10-26 04:41,251077,electronics,Bandung,0,1,0
G09148,2025-10-26 04:49,897540,retail,Bandung,0,2,0
G09149,2025-10-26 04:57,472924,e-commerce,Online,0,3,0
G09150,2025-10-26 05:03,err_1006228,retail,Jakarta,0,3,0
G09151,2025-10-26 05:10,208163,retail,Jakarta,0,1,0
G09152,2025-10-26 05:19,612988,e-commerce,Bandung,0,1,0
G09153,2025-10-26 05:22,468606,e-commerce,Bandung,0,1,0
G09154,2025-10-26 05:25,573754,retail,Online,0,3,0
G09155,2025-10-26 05:34,160562,retail,Jakarta,0,2,0
G09156,2025-10-26 05:38,533233,electronics,Bandung,0,2,0
G09157,2025-10-26 05:47,269646,groceries,Bandung,0,1,0
